date,call_type,call_count,district,latitude,longitude,response_time,destruction_scale,event_category,event_name,event_radius_km,event_description,anomaly_flag
2024-10-31,Fire,28,Bhubaneswar,20.1168,85.881,19.0,9.1,Catastrophic,Structural Failure,66,Critical structural failure in public infrastructure requiring evacuation.,True
2024-10-31,Fire,26,Leh,34.2949,77.7378,18.9,9.6,Catastrophic,Industrial Fire,105,Major fire at industrial facility requiring evacuation and specialized response.,True
2024-10-31,Fire,33,Jodhpur,26.4266,73.0113,17.1,8.9,Catastrophic,Oil Spill,136,Oil spill in water body affecting marine life and coastal communities.,True
2024-10-31,Medical,37,Bhubaneswar,20.3028,85.6904,12.8,4.8,Healthcare,Heatstroke Wave,39,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-10-31,Fire,24,Allahabad,25.3982,82.0046,18.0,8.7,Catastrophic,Factory Explosion,94,Explosion at manufacturing facility causing casualties and structural damage.,True
2024-10-31,Medical,74,Imphal,24.8527,94.0659,13.3,5.9,Healthcare,Hepatitis Outbreak,24,Outbreak of hepatitis cases linked to contaminated water sources.,False
2024-10-31,Police,26,Visakhapatnam,17.5686,83.3216,11.4,8.8,Catastrophic,Chemical Spill,45,Hazardous chemical spill affecting surrounding areas and water bodies.,True
2024-10-31,Disaster,65,Raipur,21.2491,81.5728,30.8,8.7,Natural,Monsoon Flooding,144,Widespread flooding due to monsoon rains affecting multiple areas.,True
2024-10-31,Medical,33,Odisha,20.6746,84.6775,13.1,6.7,Healthcare,Dengue Outbreak,110,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2024-10-31,Police,40,Dehradun,30.1537,78.1084,10.8,7.5,Catastrophic,Gas Leak,52,Toxic gas leak from industrial facility affecting nearby residential areas.,False
2024-11-01,Medical,116,Jodhpur,26.2251,73.113,10.7,3.6,Healthcare,COVID-19 Cluster,54,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-01,Medical,42,Mysore,12.1939,76.7216,14.0,5.9,Healthcare,Measles Outbreak,138,Measles outbreak reported in communities with low vaccination coverage.,False
2024-11-01,Disaster,71,Gwalior,26.3246,78.2451,20.5,4.6,Natural,Cold Wave,96,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-01,Police,21,Goa,15.2157,74.2122,12.3,9.2,Catastrophic,Building Collapse,102,Multi-story building collapse trapping residents and causing casualties.,True
2024-11-01,Disaster,60,Shillong,25.6041,92.0685,33.0,5.6,Natural,Fog-Related Accidents,138,Fog-Related Accidents requiring emergency response.,False
2024-11-01,Fire,34,Odisha,20.3234,84.456,15.6,4.1,Natural,Forest Fire,51,Wildfire spreading through forest areas threatening nearby settlements.,False
2024-11-01,Disaster,85,Kochi,10.0985,76.2331,30.9,6.8,Catastrophic,Train Derailment,48,Passenger train derailment incident requiring emergency response.,False
2024-11-01,Police,60,Kochi,9.8077,76.3897,11.8,7.0,Catastrophic,Building Collapse,83,Multi-story building collapse trapping residents and causing casualties.,False
2024-11-01,Medical,143,Patna,25.4927,85.3183,13.6,2.9,Healthcare,COVID-19 Cluster,100,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-01,Disaster,77,Visakhapatnam,17.7346,83.0711,23.9,7.6,Catastrophic,Train Derailment,85,Passenger train derailment incident requiring emergency response.,False
2024-11-01,Medical,45,Aizawl,23.7849,92.726,11.2,3.8,Healthcare,Malaria Surge,51,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2024-11-02,Disaster,77,Nagpur,21.2669,78.9445,29.0,6.8,Natural,Coastal Flooding,146,Coastal areas inundated due to high tides and storm surge.,False
2024-11-02,Medical,204,Kohima,25.5613,94.147,15.1,5.8,Healthcare,COVID-19 Cluster,134,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-11-02,Disaster,99,Guwahati,25.9534,91.5988,29.3,9.4,Natural,Cold Wave,71,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-11-03,Disaster,90,Odisha,20.4504,84.4854,32.2,9.8,Catastrophic,Tunnel Collapse,116,Collapse in tunnel structure trapping vehicles and people.,True
2024-11-03,Disaster,74,Shillong,25.4983,91.9385,32.9,6.1,Natural,Fog-Related Accidents,138,Fog-Related Accidents requiring emergency response.,False
2024-11-03,Fire,16,Thiruvananthapuram,8.669,76.7714,16.1,7.0,Catastrophic,Industrial Fire,117,Major fire at industrial facility requiring evacuation and specialized response.,False
2024-11-04,Police,55,Ahmedabad,22.9204,72.7061,10.0,8.6,Catastrophic,Stadium Stampede,73,Crowd control incident at stadium leading to injuries.,True
2024-11-04,Medical,119,Chandigarh,30.7618,76.7717,11.5,4.7,Healthcare,COVID-19 Cluster,72,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-04,Disaster,44,Hyderabad,17.2585,78.3124,21.4,7.5,Natural,Flash Flood,39,Sudden flooding due to heavy rainfall overwhelming drainage systems.,False
2024-11-04,Medical,153,Shimla,31.2497,77.0505,15.0,3.4,Healthcare,COVID-19 Cluster,89,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-05,Disaster,69,Ahmedabad,23.0326,72.6202,16.3,9.2,Catastrophic,Power Plant Failure,98,Critical failure at power generation facility affecting power supply.,True
2024-11-05,Police,56,Pune,18.4048,73.8338,8.9,9.3,Catastrophic,Mine Collapse,59,Collapse in mining operation trapping workers underground.,True
2024-11-05,Disaster,47,Jaipur,26.9452,75.6406,23.4,5.3,Natural,Cold Wave,125,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-05,Disaster,84,Mysore,12.1702,76.5036,22.2,4.9,Natural,Monsoon Flooding,105,Widespread flooding due to monsoon rains affecting multiple areas.,False
2024-11-05,Medical,73,Guwahati,26.1635,91.5703,11.0,4.0,Healthcare,Influenza Outbreak,81,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-05,Disaster,99,Jaipur,27.0021,75.7297,34.8,7.4,Natural,Fog-Related Accidents,72,Fog-Related Accidents requiring emergency response.,False
2024-11-05,Disaster,83,Varanasi,25.5098,82.9248,25.9,6.2,Natural,Cold Wave,146,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-05,Disaster,56,Agra,27.282,77.9132,24.0,8.7,Natural,Fog-Related Accidents,136,Fog-Related Accidents requiring emergency response.,True
2024-11-06,Disaster,65,Jodhpur,26.0938,72.9426,28.0,4.6,Natural,Cold Wave,135,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-06,Disaster,74,Odisha,20.507,84.3145,29.6,8.9,Catastrophic,Stadium Stampede,107,Crowd control incident at stadium leading to injuries.,True
2024-11-06,Medical,66,Agartala,24.0218,91.125,11.6,6.0,Healthcare,Encephalitis Cluster,62,"Cluster of encephalitis cases reported, primarily affecting children in the region.",False
2024-11-06,Medical,74,Shimla,30.9846,76.9902,14.5,2.2,Healthcare,Influenza Outbreak,123,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-06,Disaster,62,Kochi,9.8125,76.4037,28.3,8.5,Catastrophic,Construction Site Accident,27,Accident at major construction site requiring emergency response.,True
2024-11-07,Disaster,72,Guwahati,26.343,91.7964,30.6,8.0,Natural,Fog-Related Accidents,119,Fog-Related Accidents requiring emergency response.,False
2024-11-07,Police,23,Bhubaneswar,20.2144,86.0215,11.0,9.8,Catastrophic,Bridge Collapse,31,Collapse of bridge structure affecting transportation and causing casualties.,True
2024-11-07,Disaster,93,Dehradun,30.3089,77.9044,31.0,7.0,Natural,Fog-Related Accidents,90,Fog-Related Accidents requiring emergency response.,False
2024-11-07,Disaster,72,Chennai,12.9923,80.112,20.2,6.2,Natural,Lightning Strike Incident,12,Multiple lightning strikes causing casualties and property damage.,False
2024-11-07,Disaster,71,Amritsar,31.8184,74.9863,24.4,4.5,Natural,Fog-Related Accidents,106,Fog-Related Accidents requiring emergency response.,False
2024-11-07,Disaster,58,Hyderabad,17.2826,78.6641,17.9,5.8,Natural,Heavy Rainfall,100,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2024-11-07,Disaster,266,Chennai,13.1357,80.1525,18.9,8.5,Natural,Earthquake,20,Seismic activity causing structural damage and disruption.,True
2024-11-07,Medical,115,Chennai,13.1694,80.4533,10.8,5.4,Healthcare,Gastroenteritis Outbreak,104,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-11-07,Medical,75,Lucknow,26.7123,80.8393,13.0,3.4,Healthcare,Influenza Outbreak,100,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-07,Disaster,98,Vadodara,22.4633,73.2704,22.5,6.4,Natural,Drought,111,Prolonged dry period affecting agriculture and water availability.,False
2024-11-07,Medical,51,Mangalore,12.7591,74.9459,15.0,6.1,Healthcare,Heatstroke Wave,86,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-11-07,Disaster,122,Mumbai,18.8771,72.9713,18.1,7.9,Natural,Coastal Erosion,116,Accelerated coastal erosion threatening coastal communities and infrastructure.,False
2024-11-08,Fire,23,Indore,22.5695,75.7811,15.0,8.2,Catastrophic,Factory Explosion,7,Explosion at manufacturing facility causing casualties and structural damage.,True
2024-11-08,Medical,72,Bengaluru,12.9515,77.4609,11.4,5.2,Healthcare,Gastroenteritis Outbreak,9,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-11-08,Disaster,154,Coimbatore,10.8804,76.9186,22.1,4.4,Natural,Earthquake,144,Seismic activity causing structural damage and disruption.,False
2024-11-08,Disaster,56,Guwahati,26.0708,91.8362,34.0,6.4,Natural,Cold Wave,128,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-08,Disaster,43,Kohima,25.7156,94.1565,28.3,6.5,Natural,Cold Wave,98,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-08,Medical,77,Bhopal,23.1803,77.3114,14.8,4.2,Healthcare,Cholera Outbreak,146,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-11-08,Disaster,64,Vadodara,22.3368,73.3708,24.0,5.5,Natural,Heavy Rainfall,103,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2024-11-08,Medical,62,Kohima,25.5806,94.1497,12.1,5.7,Healthcare,Influenza Outbreak,104,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-09,Disaster,99,Shillong,25.7164,92.0923,30.3,5.0,Natural,Cold Wave,79,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-09,Medical,67,Pune,18.4322,74.0405,8.8,5.8,Healthcare,Swine Flu Cluster,117,H1N1 influenza cases detected requiring enhanced surveillance and medical response.,False
2024-11-09,Disaster,95,Jodhpur,26.2728,72.9826,23.3,8.4,Natural,Fog-Related Accidents,81,Fog-Related Accidents requiring emergency response.,True
2024-11-09,Medical,76,Coimbatore,11.0851,76.8032,10.9,6.7,Healthcare,Influenza Outbreak,87,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-09,Medical,72,Varanasi,25.2317,82.8018,12.3,3.2,Healthcare,Influenza Outbreak,79,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-09,Fire,36,Odisha,20.4287,84.3044,15.0,8.4,Catastrophic,Refinery Fire,26,Fire at oil refinery requiring specialized firefighting and evacuation.,True
2024-11-09,Medical,124,Mumbai,19.0917,72.7551,8.7,5.7,Healthcare,Heatstroke Wave,115,"Multiple cases of heatstroke amid extreme temperatures, affecting vulnerable populations.",False
2024-11-10,Disaster,54,Aizawl,23.7625,92.8131,23.7,4.1,Natural,Cloudburst,42,Extremely heavy rainfall in a short period causing flash flooding in mountainous areas.,False
2024-11-10,Disaster,88,Dehradun,30.2557,77.8513,29.6,6.1,Natural,Fog-Related Accidents,62,Fog-Related Accidents requiring emergency response.,False
2024-11-10,Disaster,93,Leh,34.1591,77.7343,22.0,7.7,Natural,Heavy Snowfall,14,Heavy Snowfall requiring emergency response.,False
2024-11-10,Medical,68,Nagpur,21.2332,79.1153,14.3,4.0,Healthcare,Cholera Outbreak,61,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-11-10,Disaster,48,Mangalore,12.9242,74.9596,24.7,7.8,Natural,Dust Storm,63,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-11-10,Disaster,68,Udaipur,24.5552,73.9065,22.5,9.2,Natural,Cold Wave,60,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-11-10,Medical,39,Raipur,21.4456,81.6193,12.6,5.7,Healthcare,Mumps Cases,80,Multiple mumps cases reported in schools and communities.,False
2024-11-10,Disaster,95,Indore,22.5631,75.7035,20.1,7.5,Catastrophic,Mine Collapse,110,Collapse in mining operation trapping workers underground.,False
2024-11-10,Fire,37,Mumbai,19.1538,72.971,14.2,6.5,Catastrophic,Market Fire,20,Major fire in crowded market area causing property damage and business disruption.,False
2024-11-10,Medical,64,Srinagar,34.0191,74.6417,13.2,5.7,Healthcare,Influenza Outbreak,139,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-10,Medical,233,Patna,25.6528,85.1901,14.6,2.9,Healthcare,COVID-19 Cluster,81,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-11-10,Disaster,123,Bengaluru,13.0232,77.7895,16.1,8.0,Natural,River Overflow,39,River exceeding danger levels and breaching banks causing flooding.,False
2024-11-11,Medical,163,Bengaluru,13.0558,77.6784,11.7,2.5,Healthcare,Food Poisoning Incident,10,Mass food poisoning incident requiring emergency medical response.,False
2024-11-11,Disaster,180,Bengaluru,13.1334,77.6512,15.7,8.9,Catastrophic,Mine Collapse,8,Collapse in mining operation trapping workers underground.,True
2024-11-11,Disaster,99,Odisha,20.5748,84.4534,19.8,4.2,Natural,River Overflow,111,River exceeding danger levels and breaching banks causing flooding.,False
2024-11-11,Disaster,47,Goa,15.1233,74.2613,19.2,7.2,Natural,Cold Wave,102,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-11,Disaster,97,Chandigarh,30.5862,76.6126,21.3,7.6,Natural,Cold Wave,143,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-11,Medical,192,Nagpur,21.006,78.9395,13.5,5.6,Healthcare,COVID-19 Cluster,5,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-11,Disaster,68,Mangalore,12.7457,75.0511,20.6,7.3,Catastrophic,Bridge Collapse,106,Collapse of bridge structure affecting transportation and causing casualties.,False
2024-11-12,Medical,80,Shillong,25.5756,91.9931,10.9,2.3,Healthcare,Influenza Outbreak,41,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-12,Disaster,77,Gwalior,26.3373,77.9856,35.5,6.9,Natural,Cold Wave,60,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-12,Fire,13,Agartala,23.7366,91.4118,15.1,7.3,Catastrophic,Industrial Fire,124,Major fire at industrial facility requiring evacuation and specialized response.,False
2024-11-12,Medical,51,Jaipur,26.9421,75.7471,9.8,3.2,Healthcare,Influenza Outbreak,147,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-13,Medical,103,Mumbai,19.2001,73.0642,10.2,5.5,Healthcare,Dengue Outbreak,143,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2024-11-13,Medical,102,Udaipur,24.6517,73.529,13.8,2.9,Healthcare,COVID-19 Cluster,144,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-13,Medical,156,Amritsar,31.7992,75.0379,14.5,4.9,Healthcare,COVID-19 Cluster,22,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-13,Fire,24,Imphal,24.9877,93.7575,17.5,7.5,Catastrophic,Industrial Fire,32,Major fire at industrial facility requiring evacuation and specialized response.,False
2024-11-14,Medical,69,Coimbatore,10.8251,76.9673,14.3,5.8,Healthcare,Leptospirosis Cases,66,Post-flood leptospirosis cases reported in affected areas.,False
2024-11-14,Medical,30,Visakhapatnam,17.682,83.2649,14.1,5.3,Healthcare,Swine Flu Cluster,55,H1N1 influenza cases detected requiring enhanced surveillance and medical response.,False
2024-11-14,Disaster,62,Raipur,21.2644,81.8114,30.0,5.2,Natural,Lightning Strike Incident,137,Multiple lightning strikes causing casualties and property damage.,False
2024-11-14,Disaster,85,Coimbatore,10.9443,77.0677,34.5,5.7,Natural,Landslide,63,Landslide triggered by heavy rainfall blocking roads and damaging structures.,False
2024-11-14,Disaster,128,Chennai,13.062,80.2012,17.9,4.0,Natural,Thunderstorm,69,Severe thunderstorm with lightning causing damages and injuries.,False
2024-11-15,Fire,53,Mumbai,18.9432,72.8242,12.8,6.8,Catastrophic,Stadium Stampede,109,Crowd control incident at stadium leading to injuries.,False
2024-11-15,Medical,85,Chennai,13.26,80.2663,10.9,3.4,Healthcare,Mumps Cases,136,Multiple mumps cases reported in schools and communities.,False
2024-11-15,Medical,61,Bhubaneswar,20.3699,85.6309,13.6,4.4,Healthcare,Cholera Outbreak,133,Waterborne cholera outbreak in affected areas following contamination of water sources.,False
2024-11-15,Disaster,45,Allahabad,25.3976,81.9888,35.3,8.4,Natural,Cold Wave,118,Severe cold conditions affecting normal life and causing health emergencies.,True
2024-11-15,Disaster,48,Raipur,21.1057,81.4845,33.3,9.4,Natural,Dust Storm,44,Severe dust storm reducing visibility and causing respiratory issues.,True
2024-11-15,Disaster,91,Vadodara,22.2335,73.1758,33.2,6.9,Natural,Heavy Rainfall,42,Unusually heavy rainfall causing urban flooding and infrastructure damage.,False
2024-11-16,Disaster,58,Jaipur,26.9694,75.9226,30.4,5.0,Natural,Fog-Related Accidents,58,Fog-Related Accidents requiring emergency response.,False
2024-11-16,Fire,20,Mysore,12.4908,76.7379,18.5,8.6,Catastrophic,Oil Spill,144,Oil spill in water body affecting marine life and coastal communities.,True
2024-11-16,Disaster,69,Vadodara,22.2399,73.0077,31.2,8.5,Catastrophic,Chemical Spill,61,Hazardous chemical spill affecting surrounding areas and water bodies.,True
2024-11-16,Disaster,76,Aizawl,23.7408,92.645,29.5,7.8,Natural,Drought,124,Prolonged dry period affecting agriculture and water availability.,False
2024-11-16,Medical,137,Chennai,12.9411,80.4211,8.3,3.9,Healthcare,Gastroenteritis Outbreak,102,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-11-16,Disaster,65,Srinagar,34.18,74.8856,36.5,8.3,Natural,Heavy Snowfall,70,Heavy Snowfall requiring emergency response.,True
2024-11-16,Medical,134,Jodhpur,26.3107,73.0455,11.1,2.2,Healthcare,COVID-19 Cluster,133,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-16,Medical,67,Raipur,21.3554,81.7217,13.9,3.6,Healthcare,Food Poisoning Incident,128,Mass food poisoning incident requiring emergency medical response.,False
2024-11-17,Disaster,54,Guwahati,25.9604,91.745,26.3,8.1,Natural,Fog-Related Accidents,25,Fog-Related Accidents requiring emergency response.,True
2024-11-17,Fire,12,Pune,18.5627,73.9874,10.1,9.7,Catastrophic,Market Fire,26,Major fire in crowded market area causing property damage and business disruption.,True
2024-11-17,Police,71,Mumbai,19.1293,72.69,8.7,6.5,Catastrophic,Mine Collapse,51,Collapse in mining operation trapping workers underground.,False
2024-11-17,Police,54,Mangalore,13.0335,75.0366,14.5,9.2,Catastrophic,Mine Collapse,115,Collapse in mining operation trapping workers underground.,True
2024-11-17,Medical,77,Surat,21.0101,72.7179,11.7,7.6,Catastrophic,Gas Leak,114,Toxic gas leak from industrial facility affecting nearby residential areas.,False
2024-11-17,Disaster,44,Nagpur,21.0454,79.2775,27.4,4.9,Natural,Cold Wave,66,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-17,Medical,61,Raipur,21.1024,81.6802,10.7,5.5,Healthcare,Encephalitis Cluster,77,"Cluster of encephalitis cases reported, primarily affecting children in the region.",False
2024-11-17,Medical,109,Gangtok,27.4868,88.7447,15.8,5.7,Healthcare,COVID-19 Cluster,69,Local outbreak of COVID-19 cases requiring medical response and containment measures.,False
2024-11-17,Disaster,67,Coimbatore,11.016,76.8008,24.8,8.9,Natural,Heatwave,96,Prolonged period of extremely high temperatures affecting vulnerable populations.,True
2024-11-17,Disaster,77,Gangtok,27.3338,88.6221,29.3,6.7,Natural,Cold Wave,97,Severe cold conditions affecting normal life and causing health emergencies.,False
2024-11-17,Medical,34,Pune,18.473,73.9391,9.1,6.5,Healthcare,Influenza Outbreak,56,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-17,Medical,59,Bhopal,23.219,77.4691,10.8,5.0,Healthcare,Leptospirosis Cases,132,Post-flood leptospirosis cases reported in affected areas.,False
2024-11-17,Disaster,78,Leh,34.0573,77.4877,25.1,5.0,Natural,Avalanche,145,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-11-17,Medical,30,Thiruvananthapuram,8.3674,76.8301,14.2,6.7,Healthcare,Mumps Cases,106,Multiple mumps cases reported in schools and communities.,False
2024-11-18,Disaster,48,Dehradun,30.1387,78.0435,25.5,8.4,Natural,Avalanche,37,Snow avalanche in mountainous regions blocking roads and causing casualties.,True
2024-11-18,Medical,36,Bhopal,23.1374,77.5312,15.4,3.4,Healthcare,Dengue Outbreak,140,"Surge in dengue fever cases following monsoon rains, straining local healthcare facilities.",False
2024-11-18,Disaster,210,Delhi,28.7548,77.3961,17.6,4.2,Natural,Fog-Related Accidents,93,Fog-Related Accidents requiring emergency response.,True
2024-11-18,Disaster,45,Odisha,20.5722,84.6914,34.9,6.9,Natural,Cloudburst,55,Extremely heavy rainfall in a short period causing flash flooding in mountainous areas.,False
2024-11-18,Police,31,Goa,15.114,74.1088,10.6,6.5,Catastrophic,Tunnel Collapse,39,Collapse in tunnel structure trapping vehicles and people.,False
2024-11-19,Medical,44,Kochi,9.7734,76.1194,11.9,6.5,Healthcare,Gastroenteritis Outbreak,121,"Outbreak of gastroenteritis affecting multiple communities, likely from contaminated water.",False
2024-11-19,Disaster,55,Vadodara,22.1404,73.2263,20.3,4.9,Natural,Monsoon Flooding,170,Widespread flooding due to monsoon rains affecting multiple areas.,False
2024-11-19,Disaster,133,Mangalore,13.0771,74.8327,25.0,6.2,Natural,Earthquake,5,Seismic activity causing structural damage and disruption.,False
2024-11-19,Disaster,88,Goa,15.1606,74.2413,20.9,6.9,Natural,Dust Storm,105,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-11-19,Medical,147,Chennai,13.0874,80.2044,11.7,4.6,Healthcare,Measles Outbreak,49,Measles outbreak reported in communities with low vaccination coverage.,False
2024-11-19,Disaster,62,Guwahati,26.157,91.716,30.6,4.9,Natural,Fog-Related Accidents,53,Fog-Related Accidents requiring emergency response.,False
2024-11-19,Police,29,Vijayawada,16.6072,80.5223,9.6,7.9,Catastrophic,Bridge Collapse,63,Collapse of bridge structure affecting transportation and causing casualties.,False
2024-11-19,Disaster,474,Mumbai,19.0331,72.8389,17.9,8.2,Natural,Earthquake,40,Seismic activity causing structural damage and disruption.,True
2024-11-20,Medical,220,Amritsar,31.6215,74.7601,14.2,4.9,Healthcare,COVID-19 Cluster,125,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-11-20,Disaster,61,Srinagar,34.2203,74.6943,19.3,7.7,Natural,Fog-Related Accidents,105,Fog-Related Accidents requiring emergency response.,False
2024-11-20,Medical,72,Leh,34.1296,77.4822,15.4,3.0,Healthcare,Influenza Outbreak,131,Seasonal influenza outbreak with higher than normal hospitalization rates.,False
2024-11-20,Medical,69,Mysore,12.3671,76.6956,16.2,4.1,Healthcare,Hepatitis Outbreak,23,Outbreak of hepatitis cases linked to contaminated water sources.,False
2024-11-20,Police,46,Surat,21.0695,72.6948,13.1,8.8,Catastrophic,Bridge Collapse,46,Collapse of bridge structure affecting transportation and causing casualties.,True
2024-11-20,Disaster,68,Kochi,9.9323,76.0725,26.9,9.0,Natural,Lightning Strike Incident,50,Multiple lightning strikes causing casualties and property damage.,True
2024-11-20,Medical,268,Srinagar,34.2673,74.7067,15.0,7.0,Healthcare,COVID-19 Cluster,89,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-11-21,Medical,291,Lucknow,26.8063,81.1079,12.9,3.9,Healthcare,COVID-19 Cluster,41,Local outbreak of COVID-19 cases requiring medical response and containment measures.,True
2024-11-21,Disaster,335,Chennai,13.1618,80.1096,22.3,4.1,Natural,Cyclone,86,Tropical cyclone making landfall with strong winds and heavy rainfall causing widespread damage.,True
2024-11-21,Police,22,Kochi,10.0206,76.1758,13.5,9.6,Catastrophic,Road Collapse,49,Major road collapse due to structural failure or subsidence.,True
2024-11-22,Disaster,53,Nagpur,21.2704,79.0773,22.6,9.3,Catastrophic,Oil Spill,45,Oil spill in water body affecting marine life and coastal communities.,True
2024-11-22,Police,49,Raipur,21.4191,81.6012,13.4,9.4,Catastrophic,Bridge Collapse,87,Collapse of bridge structure affecting transportation and causing casualties.,True
2024-11-22,Disaster,84,Nagpur,21.1666,78.8934,36.7,7.2,Catastrophic,Power Plant Failure,65,Critical failure at power generation facility affecting power supply.,False
2024-11-22,Disaster,72,Shillong,25.6043,91.8688,21.1,5.2,Natural,Fog-Related Accidents,98,Fog-Related Accidents requiring emergency response.,False
2024-11-22,Fire,28,Imphal,24.6914,93.7691,20.5,6.3,Catastrophic,Industrial Fire,28,Major fire at industrial facility requiring evacuation and specialized response.,False
2024-11-22,Disaster,74,Varanasi,25.4186,83.0437,20.9,5.1,Natural,Fog-Related Accidents,30,Fog-Related Accidents requiring emergency response.,False
2024-11-22,Police,57,Bhopal,23.1274,77.2797,10.2,7.8,Catastrophic,Mine Collapse,121,Collapse in mining operation trapping workers underground.,False
2024-11-22,Medical,34,Mysore,12.2217,76.5044,15.3,4.0,Healthcare,Malaria Surge,88,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2024-11-23,Disaster,87,Chandigarh,30.8859,76.9468,36.3,4.4,Natural,Avalanche,80,Snow avalanche in mountainous regions blocking roads and causing casualties.,False
2024-11-23,Medical,59,Agartala,23.9833,91.1289,12.4,3.6,Healthcare,Leptospirosis Cases,83,Post-flood leptospirosis cases reported in affected areas.,False
2024-11-23,Medical,40,Raipur,21.1678,81.5021,12.9,5.4,Healthcare,Malaria Surge,76,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2024-11-23,Medical,75,Vadodara,22.1894,73.1769,14.7,3.8,Healthcare,Malaria Surge,115,"Increased malaria cases reported in rural areas, requiring medical intervention.",False
2024-11-23,Disaster,54,Coimbatore,10.9567,77.0472,31.1,4.9,Natural,Dust Storm,66,Severe dust storm reducing visibility and causing respiratory issues.,False
2024-11-23,Disaster,82,Shillong,25.5492,91.924,23.6,5.5,Natural,Fog-Related Accidents,43,Fog-Related Accidents requiring emergency response.,False
2024-11-23,Medical,33,Bhopal,23.3469,77.2421,13.5,2.9,Healthcare,Mumps Cases,22,Multiple mumps cases reported in schools and communities.,False
2024-11-24,Disaster,83,Patna,25.5154,84.9509,22.0,7.5,Natural,Fog-Related Accidents,132,Fog-Related Accidents requiring emergency response.,False
2024-11-24,Medical,64,Bengaluru,13.0168,77.5685,9.3,2.2,Healthcare,Food Poisoning Incident,35,Mass food poisoning incident requiring emergency medical response.,False
2024-11-24,Medical,30,Vadodara,22.2216,73.3803,13.0,2.8,Healthcare,Mumps Cases,47,Multiple mumps cases reported in schools and communities.,False
2024-11-24,Disaster,60,Srinagar,34.2746,74.7148,28.5,4.7,Natural,Fog-Related Accidents,88,Fog-Related Accidents requiring emergency response.,False
2024-11-24,Disaster,100,Aizawl,23.663,92.7659,30.6,8.9,Catastrophic,Structural Failure,130,Critical structural failure in public infrastructure requiring evacuation.,True
2024-11-25,Medical,53,Bhubaneswar,20.1908,85.9003,12.1,6.8,Healthcare,Encephalitis Cluster,143,"Cluster of encephalitis cases reported, primarily affecting children in the region.",False
